Datetime,sentiment
2022-05-24 00:20:25+00:00,Neutral
2022-05-24 00:20:02+00:00,Positive
2022-05-24 00:20:01+00:00,Positive
2022-05-24 00:11:43+00:00,Neutral
2022-05-24 00:09:03+00:00,Neutral
2022-05-24 00:00:02+00:00,Positive
2022-05-24 00:00:01+00:00,Positive
2022-05-23 23:56:57+00:00,Neutral
2022-05-23 23:51:06+00:00,Neutral
2022-05-23 23:48:01+00:00,Neutral
2022-05-23 23:40:02+00:00,Positive
2022-05-23 23:40:00+00:00,Positive
2022-05-23 23:30:03+00:00,Neutral
2022-05-23 23:27:01+00:00,Neutral
2022-05-23 23:20:58+00:00,Neutral
2022-05-23 23:20:01+00:00,Positive
2022-05-23 23:19:33+00:00,Negative
2022-05-23 23:06:01+00:00,Neutral
2022-05-23 23:01:07+00:00,Neutral
2022-05-23 23:00:04+00:00,Neutral
2022-05-23 23:00:00+00:00,Positive
2022-05-23 22:52:33+00:00,Neutral
2022-05-23 22:51:02+00:00,Neutral
2022-05-23 22:47:50+00:00,Neutral
2022-05-23 22:45:01+00:00,Neutral
2022-05-23 22:44:18+00:00,Neutral
2022-05-23 22:42:59+00:00,Positive
2022-05-23 22:41:27+00:00,Neutral
2022-05-23 22:40:00+00:00,Positive
2022-05-23 22:38:16+00:00,Neutral
2022-05-23 22:35:30+00:00,Positive
2022-05-23 22:32:50+00:00,Neutral
2022-05-23 22:32:19+00:00,Neutral
2022-05-23 22:29:24+00:00,Neutral
2022-05-23 22:25:01+00:00,Neutral
2022-05-23 22:24:03+00:00,Neutral
2022-05-23 22:23:54+00:00,Neutral
2022-05-23 22:20:01+00:00,Neutral
2022-05-23 22:20:01+00:00,Positive
2022-05-23 22:15:01+00:00,Neutral
2022-05-23 22:14:39+00:00,Neutral
2022-05-23 22:09:15+00:00,Neutral
2022-05-23 22:06:37+00:00,Neutral
2022-05-23 22:02:09+00:00,Neutral
2022-05-23 22:02:06+00:00,Neutral
2022-05-23 22:01:19+00:00,Neutral
2022-05-23 22:00:00+00:00,Positive
2022-05-23 21:54:25+00:00,Neutral
2022-05-23 21:50:32+00:00,Neutral
2022-05-23 21:49:21+00:00,Neutral
2022-05-23 21:43:37+00:00,Neutral
2022-05-23 21:40:41+00:00,Neutral
2022-05-23 21:40:02+00:00,Positive
2022-05-23 21:40:00+00:00,Positive
2022-05-23 21:39:26+00:00,Neutral
2022-05-23 21:38:18+00:00,Neutral
2022-05-23 21:37:08+00:00,Neutral
2022-05-23 21:33:24+00:00,Neutral
2022-05-23 21:29:58+00:00,Neutral
2022-05-23 21:25:49+00:00,Neutral
2022-05-23 21:24:06+00:00,Neutral
2022-05-23 21:22:59+00:00,Neutral
2022-05-23 21:21:03+00:00,Neutral
2022-05-23 21:20:02+00:00,Positive
2022-05-23 21:20:00+00:00,Positive
2022-05-23 21:19:39+00:00,Neutral
2022-05-23 21:13:37+00:00,Neutral
2022-05-23 21:11:43+00:00,Neutral
2022-05-23 21:10:28+00:00,Neutral
2022-05-23 21:04:13+00:00,Neutral
2022-05-23 21:00:04+00:00,Neutral
2022-05-23 21:00:03+00:00,Neutral
2022-05-23 21:00:02+00:00,Positive
2022-05-23 21:00:00+00:00,Positive
2022-05-23 20:53:32+00:00,Neutral
2022-05-23 20:45:03+00:00,Neutral
2022-05-23 20:42:47+00:00,Neutral
2022-05-23 20:40:32+00:00,Neutral
2022-05-23 20:40:06+00:00,Neutral
2022-05-23 20:40:02+00:00,Positive
2022-05-23 20:40:00+00:00,Positive
2022-05-23 20:39:03+00:00,Neutral
2022-05-23 20:24:06+00:00,Neutral
2022-05-23 20:20:02+00:00,Positive
2022-05-23 20:20:01+00:00,Positive
2022-05-23 20:19:31+00:00,Neutral
2022-05-23 20:18:03+00:00,Neutral
2022-05-23 20:07:15+00:00,Neutral
2022-05-23 20:05:47+00:00,Neutral
2022-05-23 20:00:00+00:00,Positive
2022-05-23 19:57:02+00:00,Neutral
2022-05-23 19:56:04+00:00,Neutral
2022-05-23 19:54:17+00:00,Neutral
2022-05-23 19:53:40+00:00,Neutral
2022-05-23 19:52:06+00:00,Neutral
2022-05-23 19:52:04+00:00,Neutral
2022-05-23 19:50:02+00:00,Neutral
2022-05-23 19:49:59+00:00,Neutral
2022-05-23 19:49:14+00:00,Neutral
2022-05-23 19:46:33+00:00,Neutral
2022-05-23 19:44:33+00:00,Negative
2022-05-23 19:41:56+00:00,Neutral
2022-05-23 19:40:00+00:00,Positive
2022-05-23 19:36:03+00:00,Neutral
2022-05-23 19:35:32+00:00,Neutral
2022-05-23 19:26:48+00:00,Neutral
2022-05-23 19:20:00+00:00,Positive
2022-05-23 19:15:03+00:00,Neutral
2022-05-23 19:15:02+00:00,Neutral
2022-05-23 19:10:27+00:00,Neutral
2022-05-23 19:10:02+00:00,Neutral
2022-05-23 19:09:05+00:00,Neutral
2022-05-23 19:06:27+00:00,Positive
2022-05-23 19:03:41+00:00,Neutral
2022-05-23 19:01:55+00:00,Neutral
2022-05-23 19:00:33+00:00,Neutral
2022-05-23 19:00:04+00:00,Neutral
2022-05-23 19:00:01+00:00,Positive
2022-05-23 18:58:17+00:00,Neutral
2022-05-23 18:54:16+00:00,Neutral
2022-05-23 18:54:02+00:00,Neutral
2022-05-23 18:40:00+00:00,Positive
2022-05-23 18:34:34+00:00,Positive
2022-05-23 18:33:02+00:00,Neutral
2022-05-23 18:27:28+00:00,Neutral
2022-05-23 18:21:01+00:00,Neutral
2022-05-23 18:20:02+00:00,Positive
2022-05-23 18:20:01+00:00,Positive
2022-05-23 18:19:17+00:00,Neutral
2022-05-23 18:16:23+00:00,Neutral
2022-05-23 18:12:18+00:00,Neutral
2022-05-23 18:12:03+00:00,Neutral
2022-05-23 18:04:05+00:00,Neutral
2022-05-23 18:00:02+00:00,Positive
2022-05-23 18:00:01+00:00,Positive
2022-05-23 17:51:03+00:00,Neutral
2022-05-23 17:40:06+00:00,Positive
2022-05-23 17:40:02+00:00,Positive
2022-05-23 17:40:00+00:00,Positive
2022-05-23 17:30:03+00:00,Neutral
2022-05-23 17:30:02+00:00,Neutral
2022-05-23 17:20:02+00:00,Positive
2022-05-23 17:20:01+00:00,Positive
2022-05-23 17:18:09+00:00,Neutral
2022-05-23 17:15:00+00:00,Neutral
2022-05-23 17:09:03+00:00,Neutral
2022-05-23 17:05:45+00:00,Neutral
2022-05-23 17:00:02+00:00,Positive
2022-05-23 17:00:00+00:00,Positive
2022-05-23 16:58:32+00:00,Neutral
2022-05-23 16:52:20+00:00,Positive
2022-05-23 16:48:03+00:00,Neutral
2022-05-23 16:45:17+00:00,Neutral
2022-05-23 16:40:00+00:00,Positive
2022-05-23 16:27:03+00:00,Neutral
2022-05-23 16:22:52+00:00,Neutral
2022-05-23 16:22:32+00:00,Neutral
2022-05-23 16:21:19+00:00,Neutral
2022-05-23 16:20:00+00:00,Positive
2022-05-23 16:19:47+00:00,Neutral
2022-05-23 16:14:52+00:00,Neutral
2022-05-23 16:13:48+00:00,Positive
2022-05-23 16:06:02+00:00,Neutral
2022-05-23 16:05:58+00:00,Neutral
2022-05-23 16:03:44+00:00,Neutral
2022-05-23 16:00:02+00:00,Positive
2022-05-23 16:00:00+00:00,Positive
2022-05-23 15:53:32+00:00,Neutral
2022-05-23 15:53:31+00:00,Neutral
2022-05-23 15:44:30+00:00,Neutral
2022-05-23 15:42:18+00:00,Neutral
2022-05-23 15:40:02+00:00,Positive
2022-05-23 15:40:01+00:00,Positive
2022-05-23 15:37:49+00:00,Neutral
2022-05-23 15:37:48+00:00,Neutral
2022-05-23 15:36:00+00:00,Positive
2022-05-23 15:30:19+00:00,Neutral
2022-05-23 15:30:06+00:00,Neutral
2022-05-23 15:29:36+00:00,Neutral
2022-05-23 15:29:01+00:00,Neutral
2022-05-23 15:25:58+00:00,Neutral
2022-05-23 15:24:02+00:00,Neutral
2022-05-23 15:20:02+00:00,Positive
2022-05-23 15:20:00+00:00,Positive
2022-05-23 15:19:09+00:00,Neutral
2022-05-23 15:11:48+00:00,Negative
2022-05-23 15:11:30+00:00,Neutral
2022-05-23 15:11:16+00:00,Neutral
2022-05-23 15:05:47+00:00,Neutral
2022-05-23 15:03:51+00:00,Neutral
2022-05-23 15:03:02+00:00,Neutral
2022-05-23 15:00:04+00:00,Neutral
2022-05-23 15:00:00+00:00,Positive
2022-05-23 14:56:51+00:00,Neutral
2022-05-23 14:43:46+00:00,Neutral
2022-05-23 14:42:02+00:00,Neutral
2022-05-23 14:40:34+00:00,Neutral
2022-05-23 14:40:02+00:00,Positive
2022-05-23 14:40:00+00:00,Positive
2022-05-23 14:39:47+00:00,Neutral
2022-05-23 14:32:01+00:00,Neutral
2022-05-23 14:21:02+00:00,Neutral
2022-05-23 14:20:00+00:00,Positive
2022-05-23 14:16:56+00:00,Neutral
2022-05-23 14:16:53+00:00,Neutral
2022-05-23 14:16:27+00:00,Neutral
2022-05-23 14:15:35+00:00,Neutral
2022-05-23 14:13:24+00:00,Neutral
2022-05-23 14:11:58+00:00,Neutral
2022-05-23 14:08:06+00:00,Positive
2022-05-23 14:06:54+00:00,Neutral
2022-05-23 14:04:28+00:00,Neutral
2022-05-23 14:00:04+00:00,Neutral
2022-05-23 14:00:02+00:00,Positive
2022-05-23 14:00:02+00:00,Neutral
2022-05-23 14:00:00+00:00,Positive
2022-05-23 13:58:17+00:00,Neutral
2022-05-23 13:55:45+00:00,Neutral
2022-05-23 13:53:27+00:00,Positive
2022-05-23 13:43:57+00:00,Neutral
2022-05-23 13:40:03+00:00,Positive
2022-05-23 13:40:00+00:00,Positive
2022-05-23 13:39:02+00:00,Neutral
2022-05-23 13:38:52+00:00,Neutral
2022-05-23 13:35:07+00:00,Neutral
2022-05-23 13:30:37+00:00,Neutral
2022-05-23 13:20:33+00:00,Neutral
2022-05-23 13:20:00+00:00,Positive
2022-05-23 13:15:31+00:00,Neutral
2022-05-23 13:06:20+00:00,Neutral
2022-05-23 13:00:05+00:00,Neutral
2022-05-23 13:00:02+00:00,Positive
2022-05-23 13:00:01+00:00,Positive
2022-05-23 12:57:03+00:00,Neutral
2022-05-23 12:49:16+00:00,Neutral
2022-05-23 12:47:25+00:00,Neutral
2022-05-23 12:46:05+00:00,Neutral
2022-05-23 12:45:22+00:00,Positive
2022-05-23 12:40:00+00:00,Positive
2022-05-23 12:36:20+00:00,Neutral
2022-05-23 12:36:03+00:00,Neutral
2022-05-23 12:31:30+00:00,Neutral
2022-05-23 12:23:14+00:00,Neutral
2022-05-23 12:22:47+00:00,Neutral
2022-05-23 12:21:10+00:00,Neutral
2022-05-23 12:20:00+00:00,Positive
2022-05-23 12:19:13+00:00,Neutral
2022-05-23 12:17:41+00:00,Neutral
2022-05-23 12:17:18+00:00,Neutral
2022-05-23 12:16:06+00:00,Positive
2022-05-23 12:15:52+00:00,Neutral
2022-05-23 12:12:55+00:00,Neutral
2022-05-23 12:04:48+00:00,Neutral
2022-05-23 12:00:00+00:00,Positive
2022-05-23 11:54:02+00:00,Neutral
2022-05-23 11:46:40+00:00,Neutral
2022-05-23 11:45:03+00:00,Neutral
2022-05-23 11:40:00+00:00,Positive
2022-05-23 11:33:03+00:00,Neutral
2022-05-23 11:31:19+00:00,Neutral
2022-05-23 11:25:52+00:00,Positive
2022-05-23 11:22:00+00:00,Neutral
2022-05-23 11:20:02+00:00,Positive
2022-05-23 11:20:00+00:00,Positive
2022-05-23 11:14:14+00:00,Neutral
2022-05-23 11:13:48+00:00,Neutral
2022-05-23 11:12:02+00:00,Neutral
2022-05-23 11:05:54+00:00,Neutral
2022-05-23 11:00:09+00:00,Neutral
2022-05-23 11:00:02+00:00,Positive
2022-05-23 11:00:00+00:00,Positive
2022-05-23 10:54:20+00:00,Neutral
2022-05-23 10:54:09+00:00,Neutral
2022-05-23 10:51:03+00:00,Neutral
2022-05-23 10:40:00+00:00,Positive
2022-05-23 10:30:36+00:00,Neutral
2022-05-23 10:30:02+00:00,Neutral
2022-05-23 10:20:02+00:00,Positive
2022-05-23 10:20:00+00:00,Positive
2022-05-23 10:18:46+00:00,Neutral
2022-05-23 10:16:20+00:00,Neutral
2022-05-23 10:16:06+00:00,Positive
2022-05-23 10:09:02+00:00,Neutral
2022-05-23 10:08:42+00:00,Neutral
2022-05-23 10:03:34+00:00,Neutral
2022-05-23 10:00:02+00:00,Positive
2022-05-23 10:00:00+00:00,Positive
2022-05-23 09:40:04+00:00,Positive
2022-05-23 09:40:00+00:00,Positive
2022-05-23 09:37:06+00:00,Neutral
2022-05-23 09:33:18+00:00,Neutral
2022-05-23 09:27:03+00:00,Neutral
2022-05-23 09:23:00+00:00,Neutral
2022-05-23 09:20:00+00:00,Positive
2022-05-23 09:11:35+00:00,Neutral
2022-05-23 09:06:02+00:00,Neutral
2022-05-23 09:02:35+00:00,Neutral
2022-05-23 09:00:01+00:00,Neutral
2022-05-23 09:00:00+00:00,Positive
2022-05-23 08:45:02+00:00,Neutral
2022-05-23 08:42:31+00:00,Neutral
2022-05-23 08:40:00+00:00,Positive
2022-05-23 08:32:06+00:00,Neutral
2022-05-23 08:24:02+00:00,Neutral
2022-05-23 08:20:02+00:00,Positive
2022-05-23 08:20:00+00:00,Positive
2022-05-23 08:19:06+00:00,Neutral
2022-05-23 08:18:58+00:00,Neutral
2022-05-23 08:18:19+00:00,Neutral
2022-05-23 08:16:03+00:00,Neutral
2022-05-23 08:13:00+00:00,Neutral
2022-05-23 08:12:46+00:00,Neutral
2022-05-23 08:03:02+00:00,Neutral
2022-05-23 08:00:04+00:00,Neutral
2022-05-23 08:00:00+00:00,Positive
2022-05-23 07:42:03+00:00,Neutral
2022-05-23 07:41:40+00:00,Neutral
2022-05-23 07:40:25+00:00,Neutral
2022-05-23 07:40:02+00:00,Positive
2022-05-23 07:40:00+00:00,Positive
2022-05-23 07:21:02+00:00,Neutral
2022-05-23 07:20:03+00:00,Positive
2022-05-23 07:20:00+00:00,Positive
2022-05-23 07:19:54+00:00,Neutral
2022-05-23 07:14:25+00:00,Neutral
2022-05-23 07:13:49+00:00,Neutral
2022-05-23 07:11:37+00:00,Neutral
2022-05-23 07:00:02+00:00,Positive
2022-05-23 07:00:02+00:00,Neutral
2022-05-23 07:00:00+00:00,Positive
2022-05-23 06:56:33+00:00,Neutral
2022-05-23 06:40:39+00:00,Neutral
2022-05-23 06:40:02+00:00,Positive
2022-05-23 06:40:00+00:00,Positive
2022-05-23 06:39:02+00:00,Neutral
2022-05-23 06:37:52+00:00,Neutral
2022-05-23 06:30:45+00:00,Neutral
2022-05-23 06:29:38+00:00,Neutral
2022-05-23 06:29:36+00:00,Neutral
2022-05-23 06:29:01+00:00,Neutral
2022-05-23 06:25:28+00:00,Neutral
2022-05-23 06:20:02+00:00,Positive
2022-05-23 06:20:00+00:00,Positive
2022-05-23 06:18:35+00:00,Neutral
2022-05-23 06:17:49+00:00,Neutral
2022-05-23 06:16:40+00:00,Neutral
2022-05-23 06:05:20+00:00,Neutral
2022-05-23 06:00:14+00:00,Neutral
2022-05-23 06:00:08+00:00,Neutral
2022-05-23 06:00:01+00:00,Positive
2022-05-23 06:00:00+00:00,Positive
2022-05-23 05:57:02+00:00,Neutral
2022-05-23 05:45:02+00:00,Neutral
2022-05-23 05:40:00+00:00,Positive
2022-05-23 05:22:46+00:00,Positive
2022-05-23 05:21:31+00:00,Neutral
2022-05-23 05:20:35+00:00,Neutral
2022-05-23 05:20:00+00:00,Positive
2022-05-23 05:15:22+00:00,Neutral
2022-05-23 05:00:08+00:00,Neutral
2022-05-23 05:00:00+00:00,Positive
2022-05-23 04:40:02+00:00,Positive
2022-05-23 04:40:00+00:00,Positive
2022-05-23 04:30:11+00:00,Neutral
2022-05-23 04:26:05+00:00,Neutral
2022-05-23 04:21:21+00:00,Negative
2022-05-23 04:20:02+00:00,Positive
2022-05-23 04:20:00+00:00,Positive
2022-05-23 04:12:02+00:00,Neutral
2022-05-23 04:09:02+00:00,Positive
2022-05-23 04:00:02+00:00,Positive
2022-05-23 04:00:00+00:00,Positive
2022-05-23 03:54:24+00:00,Neutral
2022-05-23 03:51:02+00:00,Neutral
2022-05-23 03:50:53+00:00,Neutral
2022-05-23 03:50:07+00:00,Neutral
2022-05-23 03:47:20+00:00,Neutral
2022-05-23 03:40:02+00:00,Positive
2022-05-23 03:40:00+00:00,Positive
2022-05-23 03:23:34+00:00,Neutral
2022-05-23 03:21:18+00:00,Neutral
2022-05-23 03:20:02+00:00,Positive
2022-05-23 03:20:00+00:00,Positive
2022-05-23 03:11:38+00:00,Neutral
2022-05-23 03:01:39+00:00,Neutral
2022-05-23 03:00:00+00:00,Positive
2022-05-23 02:57:49+00:00,Neutral
2022-05-23 02:40:00+00:00,Positive
2022-05-23 02:30:00+00:00,Neutral
2022-05-23 02:20:00+00:00,Positive
2022-05-23 02:09:31+00:00,Negative
2022-05-23 02:07:29+00:00,Neutral
2022-05-23 02:06:02+00:00,Neutral
2022-05-23 02:00:05+00:00,Neutral
2022-05-23 02:00:02+00:00,Positive
2022-05-23 02:00:01+00:00,Neutral
2022-05-23 02:00:00+00:00,Positive
2022-05-23 01:52:34+00:00,Neutral
2022-05-23 01:45:03+00:00,Neutral
2022-05-23 01:42:38+00:00,Neutral
2022-05-23 01:40:02+00:00,Positive
2022-05-23 01:40:00+00:00,Positive
2022-05-23 01:30:05+00:00,Neutral
2022-05-23 01:24:03+00:00,Neutral
2022-05-23 01:20:02+00:00,Positive
2022-05-23 01:20:00+00:00,Positive
2022-05-23 01:08:41+00:00,Neutral
2022-05-23 01:07:49+00:00,Positive
2022-05-23 01:06:16+00:00,Neutral
2022-05-23 01:03:03+00:00,Neutral
2022-05-23 01:00:05+00:00,Neutral
2022-05-23 01:00:02+00:00,Positive
2022-05-23 01:00:00+00:00,Positive
2022-05-23 00:59:31+00:00,Neutral
2022-05-23 00:58:32+00:00,Positive
2022-05-23 00:50:09+00:00,Neutral
2022-05-23 00:40:00+00:00,Positive
2022-05-23 00:21:02+00:00,Neutral
2022-05-23 00:20:26+00:00,Neutral
2022-05-23 00:20:00+00:00,Positive
2022-05-23 00:01:37+00:00,Neutral
2022-05-23 00:00:04+00:00,Neutral
2022-05-23 00:00:03+00:00,Positive
2022-05-23 00:00:00+00:00,Positive
2022-05-22 23:49:03+00:00,Neutral
2022-05-22 23:40:03+00:00,Positive
2022-05-22 23:40:00+00:00,Positive
2022-05-22 23:39:02+00:00,Neutral
2022-05-22 23:38:42+00:00,Neutral
2022-05-22 23:36:59+00:00,Neutral
2022-05-22 23:25:32+00:00,Positive
2022-05-22 23:20:02+00:00,Positive
2022-05-22 23:20:00+00:00,Positive
2022-05-22 23:18:02+00:00,Neutral
2022-05-22 23:17:02+00:00,Neutral
2022-05-22 23:17:00+00:00,Neutral
2022-05-22 23:15:16+00:00,Neutral
2022-05-22 23:00:00+00:00,Positive
2022-05-22 22:57:02+00:00,Neutral
2022-05-22 22:40:02+00:00,Positive
2022-05-22 22:40:00+00:00,Positive
2022-05-22 22:39:20+00:00,Negative
2022-05-22 22:38:51+00:00,Neutral
2022-05-22 22:34:03+00:00,Neutral
2022-05-22 22:25:09+00:00,Neutral
2022-05-22 22:20:00+00:00,Positive
2022-05-22 22:15:02+00:00,Neutral
2022-05-22 22:09:39+00:00,Neutral
2022-05-22 22:03:26+00:00,Positive
2022-05-22 22:00:04+00:00,Neutral
2022-05-22 22:00:03+00:00,Positive
2022-05-22 22:00:00+00:00,Positive
2022-05-22 21:54:02+00:00,Neutral
2022-05-22 21:49:02+00:00,Neutral
2022-05-22 21:40:00+00:00,Positive
2022-05-22 21:30:00+00:00,Neutral
2022-05-22 21:29:28+00:00,Neutral
2022-05-22 21:23:46+00:00,Neutral
2022-05-22 21:20:00+00:00,Positive
2022-05-22 21:17:56+00:00,Neutral
2022-05-22 21:17:33+00:00,Neutral
2022-05-22 21:00:02+00:00,Positive
2022-05-22 21:00:00+00:00,Positive
2022-05-22 20:59:39+00:00,Neutral
2022-05-22 20:55:25+00:00,Neutral
2022-05-22 20:54:31+00:00,Neutral
2022-05-22 20:51:11+00:00,Neutral
2022-05-22 20:47:53+00:00,Neutral
2022-05-22 20:46:49+00:00,Neutral
2022-05-22 20:44:04+00:00,Neutral
2022-05-22 20:40:02+00:00,Positive
2022-05-22 20:40:00+00:00,Positive
2022-05-22 20:38:18+00:00,Neutral
2022-05-22 20:30:02+00:00,Neutral
2022-05-22 20:29:12+00:00,Neutral
2022-05-22 20:23:27+00:00,Neutral
2022-05-22 20:20:01+00:00,Positive
2022-05-22 20:09:03+00:00,Neutral
2022-05-22 20:00:00+00:00,Positive
2022-05-22 20:00:00+00:00,Neutral
2022-05-22 19:58:56+00:00,Neutral
2022-05-22 19:50:04+00:00,Neutral
2022-05-22 19:48:02+00:00,Neutral
2022-05-22 19:40:01+00:00,Positive
2022-05-22 19:39:30+00:00,Neutral
2022-05-22 19:36:42+00:00,Neutral
2022-05-22 19:36:36+00:00,Neutral
2022-05-22 19:31:37+00:00,Neutral
2022-05-22 19:27:03+00:00,Neutral
2022-05-22 19:20:02+00:00,Positive
2022-05-22 19:20:00+00:00,Positive
2022-05-22 19:18:12+00:00,Neutral
2022-05-22 19:06:03+00:00,Neutral
2022-05-22 19:00:02+00:00,Positive
2022-05-22 19:00:00+00:00,Positive
2022-05-22 18:55:41+00:00,Neutral
2022-05-22 18:46:27+00:00,Neutral
2022-05-22 18:40:02+00:00,Positive
2022-05-22 18:40:00+00:00,Positive
2022-05-22 18:24:03+00:00,Neutral
2022-05-22 18:22:28+00:00,Neutral
2022-05-22 18:20:12+00:00,Neutral
2022-05-22 18:20:02+00:00,Positive
2022-05-22 18:20:00+00:00,Positive
2022-05-22 18:15:10+00:00,Neutral
2022-05-22 18:05:02+00:00,Neutral
2022-05-22 18:01:07+00:00,Neutral
2022-05-22 18:00:04+00:00,Neutral
2022-05-22 18:00:03+00:00,Positive
2022-05-22 18:00:00+00:00,Positive
2022-05-22 17:58:31+00:00,Neutral
2022-05-22 17:42:03+00:00,Neutral
2022-05-22 17:40:02+00:00,Positive
2022-05-22 17:40:00+00:00,Positive
2022-05-22 17:23:34+00:00,Neutral
2022-05-22 17:21:03+00:00,Neutral
2022-05-22 17:20:02+00:00,Positive
2022-05-22 17:20:00+00:00,Positive
2022-05-22 17:05:06+00:00,Neutral
2022-05-22 17:04:26+00:00,Neutral
2022-05-22 17:00:04+00:00,Neutral
2022-05-22 17:00:03+00:00,Neutral
2022-05-22 17:00:00+00:00,Positive
2022-05-22 16:55:17+00:00,Neutral
2022-05-22 16:40:00+00:00,Positive
2022-05-22 16:39:03+00:00,Neutral
2022-05-22 16:30:29+00:00,Neutral
2022-05-22 16:21:00+00:00,Neutral
2022-05-22 16:20:00+00:00,Positive
2022-05-22 16:14:54+00:00,Neutral
2022-05-22 16:00:00+00:00,Positive
2022-05-22 15:57:03+00:00,Neutral
2022-05-22 15:56:46+00:00,Neutral
2022-05-22 15:55:06+00:00,Neutral
2022-05-22 15:51:53+00:00,Neutral
2022-05-22 15:40:00+00:00,Positive
2022-05-22 15:38:24+00:00,Negative
2022-05-22 15:38:08+00:00,Neutral
2022-05-22 15:36:02+00:00,Neutral
2022-05-22 15:23:53+00:00,Neutral
2022-05-22 15:20:00+00:00,Positive
2022-05-22 15:19:59+00:00,Neutral
2022-05-22 15:15:02+00:00,Neutral
2022-05-22 15:12:57+00:00,Neutral
2022-05-22 15:11:30+00:00,Neutral
2022-05-22 15:07:43+00:00,Neutral
2022-05-22 15:07:06+00:00,Neutral
2022-05-22 15:05:59+00:00,Neutral
2022-05-22 15:04:32+00:00,Neutral
2022-05-22 15:03:46+00:00,Neutral
2022-05-22 15:02:21+00:00,Neutral
2022-05-22 15:01:20+00:00,Neutral
2022-05-22 15:00:00+00:00,Positive
2022-05-22 14:59:17+00:00,Neutral
2022-05-22 14:55:55+00:00,Neutral
2022-05-22 14:54:02+00:00,Neutral
2022-05-22 14:40:00+00:00,Positive
2022-05-22 14:36:05+00:00,Neutral
2022-05-22 14:35:01+00:00,Neutral
2022-05-22 14:33:02+00:00,Neutral
2022-05-22 14:29:23+00:00,Neutral
2022-05-22 14:20:01+00:00,Positive
2022-05-22 14:06:39+00:00,Neutral
2022-05-22 14:00:00+00:00,Positive
2022-05-22 13:55:36+00:00,Positive
2022-05-22 13:53:24+00:00,Negative
2022-05-22 13:52:52+00:00,Negative
2022-05-22 13:51:39+00:00,Negative
2022-05-22 13:50:34+00:00,Negative
2022-05-22 13:49:44+00:00,Negative
2022-05-22 13:49:00+00:00,Neutral
2022-05-22 13:46:45+00:00,Negative
2022-05-22 13:45:31+00:00,Negative
2022-05-22 13:44:48+00:00,Neutral
2022-05-22 13:41:27+00:00,Neutral
2022-05-22 13:40:02+00:00,Positive
2022-05-22 13:40:01+00:00,Positive
2022-05-22 13:30:03+00:00,Neutral
2022-05-22 13:24:27+00:00,Neutral
2022-05-22 13:20:02+00:00,Positive
2022-05-22 13:20:01+00:00,Positive
2022-05-22 13:01:13+00:00,Neutral
2022-05-22 13:00:18+00:00,Neutral
2022-05-22 13:00:02+00:00,Positive
2022-05-22 13:00:00+00:00,Positive
2022-05-22 12:58:54+00:00,Neutral
2022-05-22 12:57:02+00:00,Positive
2022-05-22 12:40:02+00:00,Positive
2022-05-22 12:40:00+00:00,Positive
2022-05-22 12:33:11+00:00,Neutral
2022-05-22 12:27:15+00:00,Neutral
2022-05-22 12:27:03+00:00,Neutral
2022-05-22 12:24:15+00:00,Neutral
2022-05-22 12:20:02+00:00,Positive
2022-05-22 12:20:01+00:00,Positive
2022-05-22 12:15:03+00:00,Neutral
2022-05-22 12:06:03+00:00,Neutral
2022-05-22 12:00:00+00:00,Positive
2022-05-22 11:52:00+00:00,Neutral
2022-05-22 11:49:07+00:00,Neutral
2022-05-22 11:45:03+00:00,Neutral
2022-05-22 11:44:42+00:00,Neutral
2022-05-22 11:40:00+00:00,Positive
2022-05-22 11:35:56+00:00,Neutral
2022-05-22 11:26:53+00:00,Neutral
2022-05-22 11:24:03+00:00,Neutral
2022-05-22 11:22:43+00:00,Neutral
2022-05-22 11:20:53+00:00,Neutral
2022-05-22 11:20:00+00:00,Positive
2022-05-22 11:03:03+00:00,Neutral
2022-05-22 11:00:02+00:00,Positive
2022-05-22 11:00:00+00:00,Positive
2022-05-22 10:47:07+00:00,Positive
2022-05-22 10:44:49+00:00,Neutral
2022-05-22 10:42:03+00:00,Neutral
2022-05-22 10:40:02+00:00,Positive
2022-05-22 10:40:00+00:00,Positive
2022-05-22 10:39:13+00:00,Neutral
2022-05-22 10:31:07+00:00,Neutral
2022-05-22 10:24:50+00:00,Neutral
2022-05-22 10:22:35+00:00,Neutral
2022-05-22 10:20:02+00:00,Positive
2022-05-22 10:20:00+00:00,Positive
2022-05-22 10:19:54+00:00,Neutral
2022-05-22 10:19:10+00:00,Neutral
2022-05-22 10:18:00+00:00,Neutral
2022-05-22 10:11:06+00:00,Neutral
2022-05-22 10:10:56+00:00,Neutral
2022-05-22 10:10:19+00:00,Neutral
2022-05-22 10:08:01+00:00,Neutral
2022-05-22 10:02:58+00:00,Positive
2022-05-22 10:01:58+00:00,Neutral
2022-05-22 10:01:33+00:00,Neutral
2022-05-22 10:00:03+00:00,Neutral
2022-05-22 10:00:02+00:00,Positive
2022-05-22 10:00:00+00:00,Positive
2022-05-22 09:53:57+00:00,Neutral
2022-05-22 09:48:04+00:00,Neutral
2022-05-22 09:46:38+00:00,Neutral
2022-05-22 09:40:02+00:00,Positive
2022-05-22 09:40:00+00:00,Positive
2022-05-22 09:39:03+00:00,Neutral
2022-05-22 09:36:23+00:00,Neutral
2022-05-22 09:36:13+00:00,Neutral
2022-05-22 09:34:14+00:00,Neutral
